,STD_PC1,STD_PC2,Cluster
46641,-0.2956853219596635,-0.13152500462497466,0
23557,0.10439111365171914,-0.25149480411924635,0
50112,-0.5221910353247898,-0.22337127797514936,0
38052,-0.4699013764704224,-0.22627223444544256,0
39839,-0.306926922747624,-0.22578778501570726,0
20989,3.1767002958256687,0.4355281210261808,0
44687,-0.2961486671801339,-0.14030634422670268,0
7461,-0.34494259077228656,-0.27032050967000715,0
25298,-0.3375189402906023,2.4822910130916926,0
26229,-0.20656320084148927,-0.3807548185421494,0
38501,-0.27117481200507937,-0.10692638851159281,0
40365,-0.6084854914205856,-0.14497436663297936,0
19150,0.12273820094153357,-0.3111361404225762,0
20534,-0.46750932874106094,-0.11978958016213674,0
26808,-0.9152726090657239,0.4876276125789901,0
42749,-0.27477995664433374,-0.2594225597957608,0
8611,1.2717799455775192,-0.35850144476511325,0
28545,-0.27291190011499966,-0.10677437501664282,0
30765,-0.4884635424339918,-0.2153830750683959,0
16659,-0.11569470340109415,-0.12053253466452213,0
53733,-0.47661608672270006,-0.16129576294395032,0
43356,-0.38818517212657255,-0.2228419760133764,0
187,0.05560236605767598,-0.29360163178940923,0
18691,-0.16020744859509659,-0.1593740614685066,0
30911,-0.37026824836774314,-0.1265382578252703,0
38050,-0.3811905285681442,-0.278312850997235,0
39269,-0.5353154496367363,-0.12427859921744783,0
5566,-0.5059149148343963,-0.23495871171488872,0
45845,-0.9570048660355879,0.6306166199315724,0
2237,-0.5704456937908002,-0.16728972680561718,0
10474,-0.038922708277675355,-0.19461301237218753,0
10860,-0.36302602650864724,-0.09888844037738634,0
3783,-0.13114450612499498,-0.4249978335215716,0
43093,-0.10091619814410106,-0.15715391823877078,0
35667,-0.3311579656278857,-0.10167723116128326,0
39754,-0.07701958937716966,-0.17274519334666458,0
34595,-0.6103968129878398,-0.10814667096747904,0
40693,-0.5478007321268451,-0.08271870861826361,0
6188,0.34257487463456876,-0.16063594668410128,0
20719,0.0731911772838158,-0.16849088178812724,0
22875,-0.47305947602795634,-0.03607141056287621,0
46420,-0.18605115702244132,-0.24236485626902898,0
27784,-0.6771040648346084,-0.10472051998613138,0
25995,-0.13528007614651896,-0.16338074210098594,0
33800,-0.5516921535034627,-0.20236859171798133,0
42122,-0.5004780650263051,-0.11875321068973926,0
18306,-0.09025608491203654,-0.3495217097344034,0
44625,-0.26665875187967664,-0.256696058584282,0
39837,-0.30707604882409845,-0.13576725825365418,0
5831,0.8706883211214134,0.8193646288286347,0
12147,-0.5686887784878986,1.3243941212603803,0
19255,-0.3543661365619887,-0.17995855777670033,0
51836,-0.5500168615944913,0.2181547363427436,0
14856,-0.47607388238704723,-0.18946230319379395,0
48917,-0.6181198054739374,-0.15507685434428348,0
22755,-0.4891999008503879,-0.2357063373833086,0
27845,-0.06151902111873905,0.008746406658626442,0
39729,-0.23840983332330784,-0.14680426571684463,0
45637,0.4123899349134766,0.10187723121736833,0
34262,-0.20946529303846315,-0.11232662100194518,0
44046,-0.0431957444273917,-0.1903404188101742,0
43320,-0.24962715092516768,-0.14500125943222886,0
3887,0.7079076709339052,-0.6470442583597462,0
18108,0.25996668451835475,-0.1534068604798139,0
25469,-0.46670894670591834,-0.15906439228741978,0
12287,-0.4214281813337484,-0.04897370196360565,0
14180,0.145713422863633,0.031314554421441126,0
29143,0.07599452265741624,-0.1741312576248657,0
13624,-0.5696656338309564,-0.16774733489095958,0
52261,-0.6179773134898903,-0.1551782984460623,0
45010,-0.21507379389795075,0.1726757749815399,0
20907,-0.4912874492865018,-0.21372648112115586,0
28259,0.18934713364979244,1.1931863092763098,0
23307,-0.5270452826828406,-0.16382027995331194,0
21886,-0.5589020788294039,0.2500964406575532,0
3917,-0.2849155478085265,-0.35472378441188235,0
8802,-0.38452825266198654,-0.15164084232562544,0
12503,0.4542417609105619,-0.17040797468662594,0
1587,-0.4168772487335969,-0.0299530210729998,0
20777,-0.6296573881068542,-0.09283545294651731,0
22797,-0.5964861390550175,-0.10487802960962465,0
39617,-0.39507853903308393,0.4610244603741087,0
13459,0.6993393010276541,-0.16110588463199088,0
58,-0.49416606194958546,-0.21203779499828523,0
13563,-0.4843239589085032,-0.037298141808402144,0
37820,-0.008831616342658704,-0.12988417966866664,0
43154,-0.2835811826269342,-0.11710979561766943,0
19155,0.10270457732857395,-0.17016640658398519,0
26310,-0.49639764219698235,-0.1278118780152202,0
48278,-0.1659497053265998,-0.2802858353674549,0
12097,0.9748983991335104,-0.24347965451151324,0
31024,0.05423090306106288,-0.4129499047482563,0
55071,-0.682373782224648,-0.10162913546534035,0
49358,0.18725960201953176,-0.18482972598423178,0
33363,-0.11991484308465186,0.002386950998440978,0
10958,-0.5328364246324588,-0.14805310942379316,0
26345,1.1780214714231974,2.029872730256442,0
25630,-0.39043781994282917,-0.12236817278968834,0
22593,-0.2741777142553363,-0.14105514490233353,0
27781,0.05165902022387134,3.9722382877656504,0
23423,-0.3334570038829731,-0.11997297368877366,0
10048,-0.5901878934632874,-0.1749623780376398,0
38648,-0.3796697747513796,-0.1240989656443001,0
1156,0.14415126142436294,-0.24114912903412303,0
54942,-0.8723473104371752,0.6333168447268236,0
19211,0.8445570277461976,-1.021370715414922,0
43892,-0.5484834451219538,-0.204652962602482,0
32741,-0.5603869724099254,-0.09426964894173104,0
34463,0.20748700108945492,-0.44660814335357796,0
34161,-0.1118559531334924,-0.1208684657212635,0
44297,-0.5356518381235132,-0.08378186472800632,0
21207,0.2952933501430308,-0.3479688214861503,0
46154,-0.8443649355907854,0.23187133467290266,0
35326,-0.04276551390552046,0.01078871197398006,0
52268,-0.653457817517657,-0.12991871710313926,0
29510,-0.16095448214830516,-0.3103868232610413,0
5411,-0.39917746217175365,-0.11364944313079563,0
48844,-0.5595661549922961,-0.1967628657974637,0
3297,-0.6851048649760819,-0.10738828267318261,0
53279,0.011994318517692004,-0.18705277034939036,0
18915,0.7081715986919421,7.233835946812797,0
21662,-0.6578817901640676,-0.1205479646335414,0
22033,-0.053512497451825354,-0.17652358636171203,0
3858,-0.20696688853468867,-0.11254525769529909,0
18765,-0.21007863743551536,-0.06468853551512345,0
25794,-0.21199586584056934,-0.11210516924386986,0
10182,-0.30103624221033737,4.161429035044233,0
11836,0.16337113915950557,0.43124986060829684,0
42429,-0.542308654569473,-0.12785733402599922,0
30749,-0.5080414808967151,-0.12430374338332194,0
49627,0.5504370525331305,-0.6291960412392058,0
26833,1.015149675126591,3.609523318377806,0
50546,-0.54497712601372,-0.18223040205731147,0
19030,-0.15668331838633448,-0.1445810829674566,0
43463,-0.0625936754489246,-0.3384313137265816,0
54506,1.1504234128973323,-0.680986339552405,0
24738,-0.5190735256864565,-0.11471494771300379,0
40893,-0.019909527444463962,-0.13289872569102537,0
19917,-0.8968079103918319,0.3870639729051219,0
21450,0.6070049018018734,-0.28269130526047953,0
25024,-0.3686070105852023,-0.28569474452782356,0
54056,-0.5137437550586783,-0.15596348284350936,0
46143,-0.4132943540352322,-0.09448943257290823,0
46896,-0.25455251435558446,-0.2373264863760686,0
14313,-0.7237132200969663,-0.021270733680528512,0
22377,-0.4792710757760309,-0.22077566959121092,0
8238,0.4089570135578127,-0.2613765013880351,0
47632,0.08912424652427857,-0.1994501856552365,0
14015,-0.500737212528182,0.12326919278582565,0
22573,-0.0927503022774647,-0.4475210997002661,0
34968,-0.40282641949281883,-0.11967889061855283,0
46765,-0.20827230402418115,-0.2140268146754156,0
15069,-0.38863774718693317,-0.02687766650300031,0
42678,-0.4622193326223975,-0.10211341107838211,0
2451,-0.22510256287106148,-0.36987903668107824,0
16981,-0.47625071981805706,-0.03351363893520003,0
26051,0.7160088150728678,0.09342119386697723,0
16425,-0.40544777027610585,-0.2640827783039971,0
12569,-0.42038696913801393,-0.2764715064195124,0
32724,0.7487897438205517,-0.24063083585497624,0
44897,-0.540366679512151,-0.21043151921491918,0
52932,0.0016755457366530307,-0.18539419092478257,0
29962,0.1866702100896387,1.0118223480569715,0
122,2.554272404236988,0.957847980222721,0
29424,-0.32856305622911564,-0.10190431304880121,0
33491,-0.17835636449585576,-0.14034579054360832,0
43148,-0.5724843612786344,-0.1008662893985252,0
28762,-0.5441382248148571,-0.18272252829268396,0
43081,-0.37407043862405437,-0.09792193805908553,0
21249,-0.4885542091344246,-0.09344007395960646,0
22040,-0.6042301164750343,-0.10063147134335314,0
39332,-0.06032818546130182,-0.10445970884765583,0
42684,0.22465764217208245,0.03991178356247606,0
21907,-0.00417948825708257,-0.18445308686924672,0
28210,-0.4666186699033438,-0.08982299361990696,0
9585,0.2966814356811168,-0.15661978768171939,0
25584,-0.5723328381417173,-0.08574339574483128,0
47499,-0.6992925081738656,0.015746823873811606,0
8860,-0.4740281012857819,-0.08917459037910187,0
26959,-0.40024303819020374,-0.26713604036993543,0
19103,-0.4598633272536536,-0.09041415721137906,0
34437,-0.3815972983186245,-0.12378914673492808,0
30183,-0.1290536307332298,-0.06514744188202695,0
44762,0.01117270685361936,-0.4070219497679111,0
6943,-0.6224777251913154,0.8975770694256764,0
15217,0.5180298230696637,-0.2326362102060672,0
25532,-0.11932972111259417,-0.12021443235101575,0
49780,-0.11977668242401328,-0.0458251147472737,0
4715,-0.221635684796032,-0.11126158361241219,0
17436,0.5418637702760692,-0.5805378241257809,0
13256,-0.4749871781476716,-0.15456159615306167,0
51557,-0.20595894852029037,-0.11263346305656642,0
16325,-0.5792300487908176,-0.18276357975198823,0
33071,-0.6322923851762646,-0.019479677995199784,0
43809,-0.1277470925094307,-0.11947782374894336,0
54544,-0.6450349580161973,-0.13591519067495328,0
47972,-0.7597414919548013,0.48532785374768983,0
2706,0.20461219569115763,-0.21423414801745377,0
29837,-0.5681653481107916,-0.08506349547986775,0
40502,-0.5607862781838383,-0.17295624849493818,0
34574,-0.320718604895532,-0.3217334299303739,0
16418,-0.49216506860652476,-0.04620267378746646,0
31401,0.3510913326653099,0.3134628333502486,0
28148,0.33561871259199094,1.9814295677048483,0
55006,-0.20919515382744933,-0.007335905164587489,0
44461,0.2730474374578313,-0.4728674087189976,0
28290,-0.5712143973473887,-0.1380483840022873,0
41704,-0.4678572932675596,-0.22747135893444903,0
13307,-0.501297561354866,-0.220748776780848,0
19233,-0.33332404648859565,-0.10148767628487822,0
24950,-0.28776656549844165,-0.14477122552886282,0
34021,-0.30800751359505785,-0.10370313940570912,0
55087,-0.3726662055488412,-0.2455242062938156,0
20669,-0.47802587728767787,-0.141651640967564,0
30126,-0.4301183740627944,-0.09301715372367055,0
10935,-0.26268238124546867,-0.1076695655980149,0
53479,-0.4649445567407951,-0.23012753801280844,0
5055,-0.08569240382358037,-0.12315805169458402,0
15565,-0.16797896854416344,-0.11595711109798071,0
33666,-0.47095066741203406,-0.08944389823743917,0
5371,-0.40910517480017433,-0.30388032289797434,0
16896,-0.5499742653440484,-0.06796952082584409,0
52196,-0.24785010369343458,-0.13142932012035471,0
14747,-0.40698936756218784,-0.09504118525828215,0
13584,-0.10892723143803974,-0.21174702912912624,0
53090,-0.5783962068100966,-0.18335721560684207,0
19344,-0.1479627830092291,-0.09519460154168506,0
45265,-0.38670773987467855,-0.1473913323915514,0
19441,-0.5918374380516043,-0.1547406464307252,0
67,0.24034924670428076,-0.4566713471349999,0
54427,-0.23503202980786578,0.7460358405459716,0
41481,-0.27349610556431414,-0.12777386108836342,0
44013,-0.49912604655034193,0.9875891791429772,0
5741,0.8641572653599009,0.6770527650322129,0
39049,-0.5638728220761193,0.158315319681372,0
31006,-0.5810794748231446,-0.11752507697480936,0
51427,0.39260579394153317,-0.2433901413489661,0
24054,-0.36773045129860726,-0.16246501401643768,0
11412,-0.12130838956832876,-0.4307680136313152,0
7945,0.16794751292211638,-0.369250353368318,0
4033,1.1516357164333315,-0.6266349249320373,0
30890,-0.5712874400504059,-0.18841814912891808,0
42754,-0.3577060597571283,-0.11266556843741515,0
41169,-0.2404087333382318,-0.15643834103584367,0
15810,-0.6593336456733899,-0.11514531946833607,0
558,-0.2207650977885117,-0.2750780845152439,0
8073,-0.4077710393896304,-0.11958213207082476,0
44331,-0.35676786972237834,-0.29263996266646175,0
25416,-0.5369484482967014,1.9094987630840896,0
45602,-0.5099034269524356,-0.1322421672870155,0
16572,-0.4854485641694143,-0.19429942691083332,0
45994,-0.132486596298317,-0.31043673563323404,0
46784,0.5200546175768354,-0.11969811743289917,0
11713,2.3340332761465348,0.04813003110476399,0
31321,-0.6596854681080453,0.11497814397819286,0
55134,-0.650871851881244,-0.1317597396909769,0
35727,-0.6053307502924677,-0.1468250385321973,0
12460,-0.4452187764081077,-0.2407518359340806,0
53852,-0.46924615982534573,-0.23628902907434882,0
49847,-0.44302858445998067,-0.09188737441552385,0
28422,-0.3351275209429557,-0.08997539840145945,0
21653,1.578448745685665,-0.6591257306148111,0
47710,-0.2041868526165377,-0.16424900405571768,0
54509,-0.09187202228954558,-0.2586301390120463,0
12958,-0.5346881728520541,-0.09306197627595905,0
3585,1.30736828029458,-1.1254521035640324,0
1654,1.5186857395698838,-0.24219878026553857,0
48770,-0.32526772048057295,-0.31111895623693037,0
17698,-0.2501474676621541,-0.10876650248441312,0
15555,-0.266830313396409,-0.18639017458103307,0
15228,-0.5494906507737986,-0.17958262428389846,0
36352,-0.4761397370730727,-0.2561565087944778,0
24944,-0.6121305762071936,-0.14283604348350842,0
42446,-0.2970702921622257,-0.10466026141094967,0
53996,-0.6145088640868036,-0.14621695359013956,0
52716,-0.12568736133634942,-0.2102340349331644,0
16408,-0.6246054800692543,-0.07262970177184433,0
31527,-0.7322380035781182,0.10886141215118585,0
16123,-0.5188412182406992,-0.1975625602635667,0
29823,0.006673503453297246,-0.13124104086433117,0
35687,-0.5119407285859516,-0.10759473268269852,0
16450,-0.4293820224497912,-0.04415067328937843,0
7791,-0.45954400327887923,-0.0904421014205125,0
34065,-0.17683959873841432,-0.13813261684440925,0
54212,-0.5698772654662385,-0.11815948790126093,0
9080,0.763236750952048,-0.5717349979560644,0
28888,-0.2575628203448092,-0.22069505249130908,0
51327,-0.5832416546407216,-0.15978320750443714,0
54269,-0.416596965997303,-0.09420041926152183,0
42536,-0.4886172587756826,-0.08003615508000453,0
51381,-0.3131866007808644,-0.23806001528046122,0
6758,1.7337666443566981,-1.0285586545007668,0
23805,-0.23368059137412656,-0.1868049043966351,0
45285,-0.15749204570028977,-0.11687482723665188,0
42874,-0.1556212625356062,-0.23454178279263652,0
14345,1.1558258492335027,1.443790236054613,0
47205,-0.38725085700876466,8.76602408479132,0
52833,0.09561695748762887,-0.20049378619206823,0
9874,-0.030792484703174323,-0.12796237251763432,0
34005,-0.5025948922063848,-0.2070931739767679,0
41967,-0.3022789788935873,-0.13653831132885816,0
36798,-0.587690194096663,-0.15717355218587692,0
14398,2.5597554776567795,1.2842444375039912,0
44308,-0.4786565073528434,-0.15190614850763887,0
41263,-0.040396641599521395,-0.17863175262473158,0
24418,-0.18979016344242824,-0.12894089671623898,0
16513,-0.5570171305438772,-0.1751673508764008,0
17707,-0.07951892522233153,-0.1631008149901197,0
8095,-0.02235413638727458,-0.12820833419031036,0
24729,-0.4553663542175034,-0.17971642581325836,0
5259,-0.5128625702600714,-0.20106982611002477,0
18430,-0.6266400222945668,-0.13432433901819127,0
2794,-0.5355310282151609,-0.15067626000287987,0
18967,-0.5589447747345693,1.401713109824959,0
41210,-0.553834810745062,-0.20084317300234453,0
27969,-0.45624975507437454,-0.09073038281507131,0
28773,-0.41734755962504644,-0.09413473441802493,0
54599,-0.5245708270271957,-0.14810814572944542,0
18126,-0.14355517307762103,-0.27909480593397595,0
4051,-0.41046338883153627,0.055934358435805624,0
2007,1.138377220251121,-0.40467315487162864,0
33445,-0.29080107329287785,-0.04324461098726559,0
43935,-0.3767065425826733,-0.28094330038207854,0
41041,-0.27481167503552256,-0.042894777776664325,0
31728,-0.535205303201106,-0.21410605001268476,0
35787,-0.779005268279556,1.0330574302999591,0
49142,-0.6428289986656158,-0.07951408709727807,0
29492,0.2364373451542583,0.4233618710383837,0
48200,-0.39769612684793676,-0.21240202524019375,0
37752,0.2315727784982101,0.8811460346519223,0
12691,-0.22118926168682915,-0.05985714499618363,0
19002,0.1814909454756086,-0.0656774597802385,0
38737,0.11486621350944966,-0.14070904187695585,0
17810,-0.43581342067224127,-0.1399459721562596,0
4211,0.1217622046305173,-0.5093258443418897,0
40577,-0.6731923516373899,-8.430339964817552e-05,0
38580,-0.5915834045899768,-0.15488967057242253,0
39640,-0.352091527738246,-0.19159656386101415,0
26485,-0.4443267054149507,-0.24127515326887827,0
18089,1.0296180601765437,-0.915952037917773,0
25627,-0.9046937212386796,0.45348785320871515,0
6688,-0.10344609598051606,-0.36134023892494854,0
20845,-0.3609978222462216,-0.2901585374233156,0
12138,-0.22846834924846884,-0.28991196311434303,0
6875,-0.5619792311351509,-0.17225642419417206,0
25482,-0.46524015783730455,-0.22900665416170288,0
37315,-0.32758320510687083,-0.15245160900226395,0
40149,-0.38647671599257255,-0.09683625819556176,0
46409,-0.6080714818581605,-0.16223054211416674,0
42512,-0.0678519648569423,-0.08862112735341998,0
51654,-0.5276097635405487,-0.08448563090833022,0
52767,-0.05716986033072205,-0.2796484364389411,0
39369,-0.2799391731738482,-0.23108313935594002,0
27990,-0.48019145240453903,-0.1545487065712616,0
28921,-0.6311889935841747,-0.13165576717849492,0
21,-0.2939427736438664,-0.37647032575740963,0
2251,-0.33660037244043794,-0.2011042685705794,0
523,-0.3103725268884161,-0.10349617584739951,0
44960,-0.17166053466623915,0.37006946845070904,0
41860,-0.8039752623593867,0.11234760494746927,0
1502,-0.3470150187475888,-0.022344843998670125,0
40200,-0.5189189971725935,-0.22570073512710717,0
37400,0.18845692720017929,-0.21541634208257004,0
25199,-0.4109304389209038,-0.11907430859531283,0
27452,-0.6622104552851024,-0.06578087772787748,0
38272,0.14802913041029242,-0.42279317062438404,0
34355,-0.242143073998581,-0.16161317542557924,0
5048,0.08295405295189354,-0.30926128727253466,0
17757,-0.48171688631356024,-0.21934087901765992,0
13428,-0.5983556395384939,-0.1691475269798995,0
4916,0.06619429273560883,-0.18024037391727155,0
7650,0.345458827501379,-0.26739001039254945,0
34164,8.824331912588823,8.24006431405489,0
19725,-0.39833292334649134,-0.16413500773192316,0
37385,-0.23367374162556126,-0.010001686525057467,0
3525,-0.5804867753153056,-0.18186888034618873,0
48235,-0.4871274522873833,-0.24833404139064533,0
25926,-0.21129752058725396,0.43347608867837306,0
37059,-0.35034614012263277,-0.2964071543414618,0
33076,-0.595511728939306,-0.13976164139163946,0
53388,-0.6187400887441072,0.5230187670349741,0
38678,0.06003626720032371,-0.2551375307484723,0
13001,-0.42150965344146607,-0.14765863653071581,0
28698,-0.3487861931137444,-0.10013457569401327,0
31442,-0.3142899531189514,-0.3713819796593837,0
27950,-0.05046018816256232,-0.20175070837574974,0
45203,-0.4218663800587532,2.285984020403057,0
48000,-0.5195501488312874,-0.1971466789378997,0
5502,0.2652704863196507,-0.1538709989675121,0
13864,-0.558743740229906,-0.1839490910984776,0
22484,-0.3061114335160604,-0.12070520096494852,0
28168,0.15428676130193122,1.3066680550842462,0
18380,-0.6012688089901268,-0.16707355867686605,0
12525,0.06737462895534009,-0.318157868498506,0
40747,-0.2831199734523095,-0.10588106114508494,0
40435,-0.24867389294125525,-0.15883324763013854,0
51139,0.42006856840618706,0.06119253754564551,0
11471,-0.09397037926097876,-0.12243364170630391,0
44563,-0.4267435761440879,-0.1372839584750539,0
53420,-0.49543035805340535,-0.15190329209857278,0
16185,-0.24111352988459528,-0.13225999179968223,0
31166,-0.6616484678599293,-0.12408755984533529,0
34145,-0.7018137226256156,-0.023733036404905428,0
3929,0.7739323355796822,-0.44687006730584067,0
10910,-0.5980288223071212,0.01917310064805909,0
