,STD_PC1,STD_PC2,Cluster
36868,-0.5879392007888746,-0.10582659969907875,0
30959,-0.21871904019192787,-0.11151682071711912,0
31401,0.3510913326653099,0.3134628333502486,0
29510,-0.16095448214830516,-0.3103868232610413,0
17,1.9178143021519058,-0.7073285605358559,0
29105,-0.38857990218210575,0.03185014251970901,0
52874,-0.30119847118911103,-0.18379111814704585,0
13466,-0.1370281920762521,0.0005232631446611693,0
12764,-0.33467503291216893,-0.10136945075175499,0
14970,-0.26805448706688884,-0.10719944978955845,0
11181,-0.6330920187606807,-0.14441770927959927,0
1489,-0.17266664360665704,-0.13298909904418682,0
10884,0.09235471932961081,-0.10043632160405712,0
1186,0.4184443080259547,-0.43707010272665686,0
48322,-0.3966452154429684,-0.2692466380976953,0
50309,-0.36720790529178904,-0.09852248196361788,0
20730,-0.04392552361403319,-0.2771709267437232,0
18809,-0.45142001658131903,-0.27375518185862346,0
43722,-0.647916462582486,-0.13386376550564855,0
37631,-0.16557701134769678,-0.11616730763669962,0
17786,-0.2741021271532784,-0.1066702176219548,0
16488,-0.5182386272386992,-0.1979160593903836,0
22107,0.38671008280339214,-0.35774656443162073,0
11937,-0.5462768156527191,-0.13320065624197833,0
29207,-0.2777104425569306,-0.014797396861275708,0
18296,0.2857920221568523,-0.47797206405873965,0
10539,-0.38047967936452354,-0.07008215895167975,0
46270,-0.31858983647501415,-0.2702049758674987,0
49880,-0.1184776678791553,-0.3160478051931887,0
35876,-0.5887155734852583,0.1268900623771991,0
12101,-0.6183868886691349,-0.13916589078449743,0
41472,-0.6360383744511344,-0.07499698608774939,0
25700,-0.4763619436245471,-0.11800490837239803,0
4558,-0.5128625702600714,-0.20106982611002477,0
264,0.06638295533256582,-0.100940370637095,0
35566,-0.42662403552003647,-0.19445719736711528,0
49161,0.6737879487623245,0.4520438802402171,0
35407,0.037142249919563,-0.17327593424220414,0
25208,-0.7262592149027405,1.5491976807169674,0
40062,-0.33489361276412677,-0.11987008610755552,0
5957,0.537003734990607,-0.22997902650670302,0
39000,-0.40426956388753005,-0.08484067419708315,0
10576,0.14184547520987115,-0.20963064561916003,0
14867,-0.4669939852461231,-0.03541086296913142,0
11119,-0.1616465401728011,-0.407104366200865,0
44214,0.03411011523660423,-0.1906075346779737,0
53575,-0.3748867694482623,-0.17079191746596734,0
50618,-0.13905512610347515,-0.15396782123721128,0
34654,-0.33724720618897636,-0.12393969655329161,0
52427,-0.4939459575980891,-0.2434797532610818,0
30637,-0.10252297665919188,0.004280970119280447,0
55198,-0.17227612065027179,-0.0033153272087840546,0
52107,-0.5426731015943081,-0.18358201636572907,0
4585,0.10132260810227414,-0.6672683991164531,0
32283,-0.15646374501748614,1.8699170126257179,0
34908,-0.23946999686476714,-0.20481386211906447,0
24136,-0.6822521144068157,-0.02902170046760595,0
6999,-0.6618420889253257,-0.11367368247864404,0
36959,-0.46981731496608703,-0.26065762116229296,0
41718,-0.30998088357624415,-0.17663323162493927,0
1208,-0.39347364256273515,-0.09622395346803274,0
13995,-0.1079179370866855,-0.1677787729347774,0
25448,-0.8432022477203222,0.4743550166186354,0
10816,-0.7240854528058346,0.49370332932273175,0
14340,-0.0367568312940625,-0.2605386721537746,0
44218,-0.3344002356796111,-0.25997736632807733,0
4369,0.1538282536066722,-0.4251159238477589,0
14435,0.33774494872451616,-0.2968539671193407,0
40929,-0.5171750089985075,-0.1856186770782348,0
13166,-0.4691924458798342,-0.2266881157711096,0
41894,-0.20655942342248518,-0.11258091518176888,0
15743,-0.09824192732683706,0.03069750786778028,0
17726,-0.6952526879536678,-0.09407395804905724,0
292,-0.4235071745574379,-0.17230131354954178,0
12395,0.2840878056794111,-0.3718242117782941,0
24152,0.14467629931307488,-0.2570954670576133,0
17497,-0.3142132240660972,0.2406584590598783,0
51518,-0.573541845978457,0.5806559397613837,0
50779,-0.09748744654526204,-0.12212586129677559,0
27683,-0.35880125666106333,-0.09925815221078323,0
17070,0.2794871614724158,-0.47544674514728014,0
44884,-0.005504577595735308,-0.4987022281790135,0
53843,-0.6195152698591546,-0.13850394634114416,0
49794,-0.49561895322117905,-0.08281157956322105,0
26541,-0.5632967657506922,-0.08584507588144612,0
41959,-0.47682057465142125,-0.19660843305812623,0
51117,-0.3525391612524612,-0.09980615147652878,0
50779,-0.09748744654526204,-0.12212586129677559,0
21097,-0.286554444529223,-0.1390657813789978,0
5634,0.678813967405301,-0.3173068484930317,0
30941,-0.11820933364567468,-0.11798359527250993,0
2449,0.5391263020719722,-0.1346920536358779,0
44175,-0.656497815668176,-0.11680880385218444,0
49190,-0.23646922812630208,-0.12394281221503167,0
48411,-0.0852514193485605,-0.17142205695175275,0
30338,-0.08873774980778786,-0.1609486325959493,0
42083,-0.5652561382535227,-0.11325256638857549,0
23703,-0.39445934612198774,-0.270528938851835,0
16032,-0.1981514863004729,2.0532401141466003,0
44293,-0.29507776163591054,-0.03207995738855024,0
53148,-0.35249310236389525,-0.16531742412595893,0
53901,0.13735440623401454,-0.09777984070580054,0
49281,-0.4888534542588156,-0.2151543403392791,0
17604,-0.1295551476193392,-0.33294085546680846,0
44644,-0.571712227726878,-0.18572010553299298,0
8045,-0.563929971810253,-0.1711120574130451,0
16455,-0.03297258315265226,2.9902726496911542,0
14899,-0.3451404526361337,-0.10045361636242683,0
28166,-0.18521766596867456,-0.20137460767207818,0
23,0.06768399813309728,-0.40832836937332956,0
24504,-0.0169750454346115,-0.39488387762987215,0
19637,-0.4060475504933674,-0.13704116731117438,0
24151,-0.33707070312456583,-0.22816180669757857,0
7444,2.0263957052695876,-0.4413963593362024,0
54613,-0.45252833906945344,2.7153417615655933,0
2290,-0.6137813467581699,-0.15816552666833175,0
51237,-0.26283456646943304,-0.34774423831733414,0
23527,-0.4779276942889624,-0.08073353981298222,0
36073,-0.4304367525601378,-0.28869376514279166,0
3479,-0.032684195100409916,-0.12779682794492403,0
17815,-0.5935646857445779,-0.04919473877737647,0
40676,0.054109983829067586,-0.1938221970458934,0
54272,-0.3320246847123119,-0.20739920834771683,0
42118,-0.5059786140287463,-0.2349133624442046,0
42820,-0.13091916776876014,-0.4465184840840762,0
37504,-0.23098306774641994,-0.09466217334350263,0
34698,-0.8524517606155277,0.2558023896001504,0
9085,3.2569378440350882,0.30030478675922295,0
22848,-0.3295718285205904,-0.16235206970203112,0
39216,-0.5903486838113691,-0.15561399721462588,0
2460,-0.23214593459680297,-0.07076312901998394,0
45704,0.10244192033117154,-0.5620270913672363,0
8700,-0.28261954195792705,-0.10592485416859926,0
26746,-0.46977918438029936,-0.09879556439931708,0
4183,-0.6031770895072168,-0.07545007844000289,0
1977,-0.11751971819312165,-0.120372826659334,0
34889,-0.5023952045040024,-0.237464493744494,0
2231,-0.5647121585618682,-0.17065320168372594,0
49486,-0.29138309291651093,-0.13659785323336054,0
23368,-0.7338813511985948,0.012117794796129473,0
14491,-0.5387828858278141,-0.08350786509513348,0
33301,-0.8007644679838122,0.102846014851619,0
9627,0.5364278044567914,-0.12814103411717914,0
15732,-0.4965969805822591,0.7288823630461476,0
29866,-0.33463168962265727,-0.23551562853874886,0
53098,-0.4204464390310155,-0.09386354984987347,0
51498,-0.5068504883503888,-0.08630228600847313,0
20487,-0.6218383548662938,0.9026504938721709,0
6936,-0.36984570575500136,-0.0982916466564717,0
46595,-0.35479094213569146,-0.09960909694603802,0
36465,-0.208142305564422,-0.14990475253773694,0
53368,-0.3629591968801825,-0.2890079324223037,0
28371,-0.3656220797612682,-0.07024780782975332,0
35680,-0.4371469543873771,-0.1070308262472604,0
50026,0.4532888796202511,-0.5091632794345792,0
6299,0.31770498012142223,-0.1087201313234112,0
23389,-0.42934633490282986,-0.09308471527698163,0
46416,-0.18137753480873925,-0.2359951731246532,0
39566,-0.5939346910487614,-0.1535103308422938,0
17152,0.30373155157438525,-0.43860577580829446,0
22247,-0.5930012657711534,-0.15405790792108856,0
29364,-0.3220711761965688,-0.0457852120177519,0
16530,-0.21447163788132856,-0.1551870561045587,0
45794,-0.6800668761682598,-0.11097497039318577,0
5114,-0.04579655351202135,-0.1578795973267234,0
30133,-0.38223013550379353,-0.05870240954948628,0
18493,-0.5205780981876403,-0.19654365101568275,0
48092,-0.5233810393687794,-0.1286128518717549,0
14419,-0.2955887400307784,-0.07980601792673085,0
30618,-0.5388448764051316,-0.1858277755243306,0
11989,0.6964816483211502,0.09129463503201311,0
5840,1.4950266218824577,-0.1227919972652364,0
50424,-0.6437152013907443,1.184774028472819,0
25194,-0.3868146553427454,-0.12295053916068831,0
9410,1.3359598438770317,-0.8493261262743648,0
51296,-0.6622047069224115,-0.11346095918056535,0
32189,-0.4899350721212034,-0.24633521686670745,0
49297,0.6738914184681613,0.07363668948766977,0
51940,-0.09807164652841217,-0.07554382517030897,0
51681,-0.6057206404302566,0.012264464030280347,0
13669,-0.5448353398956022,-0.18231357832244482,0
25236,-0.009118569284900742,0.3484180920321766,0
47679,-0.4105723144877722,-0.30283582436854833,0
50735,-0.33999281914854357,-0.16354867998213138,0
49633,-0.606984921670507,-0.14585464877230775,0
29564,0.06690211298041063,-0.27135819064090755,0
6446,0.4754188231962869,2.0819607038768138,0
49548,-0.4267266834940185,-0.2913350689779954,0
30635,0.10039866853485728,-0.18588959220620502,0
18236,-0.3865031791097952,-0.06845760661640751,0
41554,-0.41910558613093757,-0.0829609717959922,0
51461,-0.5585708700882499,-0.1742558776376474,0
39543,-0.4607176748710986,-0.15502538656203063,0
10356,-0.6132768578946255,-0.14216359803668213,0
29017,-0.42860646404119696,-0.09314946176557146,0
24664,0.5072330868101443,1.338458771897292,0
2356,-0.41927693838426044,-0.2559701466274346,0
10521,-0.1093753188154231,-0.1675445218857064,0
1927,-0.45812548855010543,-0.0905662363911725,0
42891,-0.6513804262176442,-0.10074048104779489,0
28923,-0.7220367823112334,0.13669750639221973,0
31606,-0.05941692167805046,-0.12446535193896295,0
25694,-0.5822568333389452,-0.10986602701239175,0
45134,-0.5725434805023779,-0.1875239381576827,0
28233,-0.45034694214447885,-0.17613284564056242,0
42806,-0.5601909494044861,-0.13072937361298204,0
16290,-0.4709678058002464,-0.25983855397015304,0
52084,-0.6075317578922974,0.08475875684297698,0
18529,-0.40201536466667454,-0.2660963370557682,0
44912,-0.489007836680403,-0.1509315967832697,0
21519,-0.6075343428782132,-0.14553234074491586,0
46809,-0.2523542092385699,-0.3538923505817774,0
54828,-0.9115796161452723,0.43077735864960776,0
28751,-0.21505640025645634,-0.1269763729763612,0
27770,-0.20339367409085857,0.3797592836519634,0
6789,0.431226727152377,1.3892515170497914,0
2810,-0.14259244050660028,-0.11817869953071267,0
32928,-0.37238735258701605,0.10480773726900178,0
46215,-0.5158947819489323,-0.21419908141026767,0
28227,-0.1427517434767195,-0.2289111941104991,0
47206,-0.5736261237962457,-0.059794543328701134,0
8278,0.923778148204515,-0.16652397613036535,0
14371,-0.4466600247288151,0.08919698509293779,0
28075,-0.46543877599025263,-0.19306703406711276,0
17486,3.302511936228648,-1.4657357362379329,0
27049,-0.48633055267289677,-0.24890137692281564,0
44884,-0.005504577595735308,-0.4987022281790135,0
52463,-0.5554391649358165,-0.19970098756009433,0
30780,-0.54738749002172,-0.18081640555004375,0
13141,-0.2918194983364158,-0.0756665679233962,0
27707,-0.36739722313458106,-0.09530696096942307,0
16771,1.5972222091861552,-0.5926887086280637,0
4025,-0.018607880182820585,-0.27890084887706745,0
42560,-0.5327480733260723,-0.18940435492506646,0
51820,-0.8723282427468486,0.3490392887017551,0
18847,-0.1179710311504033,-0.14141902649437668,0
22261,-0.7954886240017949,0.2148454054404676,0
23501,-0.570775683228769,1.3078344638670218,0
48351,-0.4012603194277738,-0.16418455219453823,0
12029,-0.31698418184485444,-0.19058287786118228,0
40817,-0.5780844229891621,-0.1736431391991635,0
27291,-0.5219546050843659,-0.19573614810834603,0
39999,-0.38101329592049715,-0.2784168213286517,0
20989,3.1767002958256687,0.4355281210261808,0
36486,-0.4833783272864988,-0.08835634717956367,0
14544,-0.28137488165448465,-0.11207284763851894,0
779,1.555960820852217,-1.2538339792998654,0
6839,-0.4813624733054458,-0.08853275562264641,0
27264,-0.5748972369796029,-0.18584823188385502,0
47886,-0.6044032327697815,-0.14736914993327832,0
1744,0.5714458012701092,-0.2734129584449421,0
53463,-0.6210486275471523,-0.011913111204138476,0
15281,-0.4965780784164151,-0.08720123000947351,0
5346,0.7584210418075195,-0.3229761328037534,0
28743,-0.5189350457570572,-0.08524476002817302,0
39382,-0.21002985676716918,-0.18579135100574665,0
19844,-0.574427541180336,-0.1861826217008296,0
5015,0.5098550010057095,-0.02908472483566743,0
31513,-0.29572890106004446,-0.32844737109493893,0
45762,2.022247670359739,-0.24003139888712083,0
42092,1.1747090665796216,-0.3227421352160344,0
4061,0.7461937469387686,-0.3241933015125523,0
48745,0.06495884023509567,0.022520172044518182,0
3887,0.7079076709339052,-0.6470442583597462,0
22956,-0.6633980734165682,-0.11276089228235932,0
32575,-0.1507064927169167,-0.0009663390820489053,0
11131,0.17456949400958235,-0.07321730816805742,0
49809,0.04597969461509,1.925974694598647,0
13357,-0.09938353630475312,2.2844505938032444,0
14029,-0.5571589166619949,-0.1750841746112675,0
49550,-0.2997243978998949,-0.228786462638258,0
50110,-0.4497749661256078,-0.19839892365160325,0
17774,0.11650187167117808,-0.3016769222540899,0
12807,0.5640655880829124,-0.17123079672409033,0
31930,-0.43328229618321934,-0.18282703681422244,0
46216,-0.5451173654590009,-0.1716681832715789,0
22302,-0.46675369634777547,-0.05550833244831891,0
37203,-0.6338098738001758,0.30544725618556445,0
7981,-0.20353560337929044,-0.11284553126557069,0
23587,-0.6246111069694237,-0.1504555119299156,0
6802,-0.3248049069600173,-0.3113904574290367,0
35776,0.20042957155625052,-0.13352312517373238,0
12422,-0.14372433817959332,-0.3101834294320426,0
26083,-0.3849005052698433,-0.09697419322566839,0
16018,-0.611567472490243,0.3290456849456921,0
20163,-0.46925647036655616,-0.08959215831276067,0
8383,-0.38236026404261486,-0.2776266468098846,0
38680,-0.47468171174264273,-0.10589165061194417,0
25830,-0.3586264347540925,-0.12748134952706758,0
52626,0.25877530575860813,-0.22671890861093635,0
24847,-0.3116259270908606,1.681668988783461,0
39032,-0.5965982384019111,-0.17039867090183816,0
9599,0.36969337926551477,-0.05011353864638494,0
37316,-0.25400551429731777,-0.012215869020416057,0
39793,-0.33481499700234085,-0.13130866131727895,0
5632,1.6283101030885216,-0.5480058257680727,0
10013,-0.6736039892651521,-0.1113661094171507,0
44046,-0.0431957444273917,-0.1903404188101742,0
51252,-1.0287089875398086,0.8537049099523847,0
12646,0.45597121355485004,-0.28497317904745,0
11746,0.5058215452939177,-0.5661016427549234,0
19892,0.9717689488275728,1.195460655346995,0
31516,-0.6714012525458302,-0.11714427465691922,0
14160,-0.6021712582224259,-0.16643107936560034,0
8655,-0.2155824168796877,-0.18033938394886956,0
39640,-0.352091527738246,-0.19159656386101415,0
678,0.1726355908138087,1.5503597161103182,0
38844,-0.48623041107363885,-0.21669310124424693,0
52721,-0.38115173542795217,-0.16251048375194246,0
44806,-0.3104459720605541,-0.11413446288980739,0
4591,0.028911094056744666,-0.37508219889076216,0
42241,-0.2034415658726283,-0.28201676959490757,0
9735,-0.5002816501113534,-0.12070207323138114,0
16425,-0.40544777027610585,-0.2640827783039971,0
35281,-0.3837240319754026,-0.11611939196262681,0
18834,-0.49418544876138076,-0.1010270400911061,0
53289,-0.5584940692742696,-0.17430093144792802,0
48188,-0.5209443789927778,-0.19632877899742138,0
26002,-0.46906838302648135,-0.22676089500310123,0
26587,-0.3738255950803235,-0.1525960165544345,0
25201,-0.540556736569962,-0.08922302760763165,0
19952,-0.31691813223298276,-0.10292336647791031,0
47626,-0.42886381042785204,-0.09312694124780106,0
1367,2.322926732974738,-1.415206313793063,0
17953,-0.37092094375530354,-0.02494826090392451,0
2813,-0.3469898649687405,-0.23832638047048008,0
20509,-0.5852867331395176,0.12076645215164478,0
53867,-0.34775694095384063,-0.12922844864006733,0
50008,-0.5974597928817763,-0.1591881051194503,0
27416,-0.052364536779993066,0.40620999948254427,0
42021,-0.5868985549371728,-0.1576379529995384,0
28481,-0.6041860806749542,-0.06731048871780644,0
54978,-0.5663560058925434,-0.15139767697878453,0
12890,-0.5484627014174457,-0.18018565220611543,0
8403,1.5977348506863467,-1.219684671118931,0
37153,-0.5207695528411618,-0.1655850906545546,0
24556,-0.00033825002632830017,0.9901956558786731,0
27407,-0.6544241167121695,-0.1229279209362571,0
30932,0.04535641815526479,-0.19241519989355754,0
20485,-0.2660765300894984,-0.24150835322020503,0
29778,-0.23246967224447532,-0.12300127031989022,0
49331,-0.7066827912740091,0.14220203821514807,0
15218,-0.31927006645219913,-0.13889498465323397,0
5596,-0.32638910071929467,-0.0200986283151557,0
46881,-0.4220958236450871,-0.2543164985062513,0
17735,-0.5075487921834134,-0.11725642938079525,0
54764,-0.4997888410138392,-0.18323777395280139,0
31247,-0.12504825931588212,-0.1650253447326897,0
5964,0.09591797987762583,-0.4766324845398493,0
33279,-0.5989308849555738,-0.1687379933838295,0
24082,-0.4923374411126255,-0.11527366062112036,0
42344,-0.3369636732506633,-0.16179541229818425,0
38641,0.004669410462575201,-0.3653725502418877,0
14238,-0.4161471935544709,-0.11530161891689399,0
44561,-0.3880342403280903,-0.23754658917767993,0
45656,-0.636131202298317,0.7596632367664149,0
47140,0.8980009766188805,-0.5003580620133945,0
16891,-0.07550577601849173,-0.1240494888563276,0
22647,-0.4843239589085032,-0.037298141808402144,0
20523,-0.7986053503907872,1.6456703993316502,0
40687,-0.47064587946591746,-0.2600677424963941,0
40900,0.0513552698362494,-0.13515116576221095,0
15142,0.21889020687798114,-0.2910841619214666,0
35960,-0.6074570721333941,0.05325807048665191,0
40756,-0.14803426192918714,-0.09356478692442824,0
47970,-0.16786151270790367,-0.03307007060161757,0
29334,1.2509444676226866,-1.1919115115414767,0
7729,-0.02703894488018228,-0.12829084676351066,0
31271,-0.27753196693818794,-0.08467557179896848,0
5808,-0.5912598942300613,-0.15397142742723174,0
4898,-0.5213783032676312,-0.223949885074184,0
7934,1.2459321121491647,-0.3363936588646502,0
2860,-0.6638405642601934,-0.11250131302158885,0
35778,-0.21942982208639467,-0.1942126969610709,0
41746,-0.4005287557760298,-0.09617533574835851,0
15751,-0.43585378329004065,-0.09751746465438886,0
54840,-0.5106994468642837,1.6178620434005666,0
2874,0.6563545766266091,-0.2184555396211598,0
32492,-0.11939281557497067,-0.1783050349747087,0
33262,-0.2819998582090774,-0.06929717402807109,0
26650,-0.5076105761347967,-0.2041508135976742,0
25348,0.12861049831000615,-0.3962938545956483,0
27651,-0.5400027963697589,-0.18514850269240796,0
5535,0.3027647978119307,0.015226313572953303,0
30303,-0.3278193389471785,-0.10764401672651949,0
7917,-0.25138533743143254,-0.35446072172685567,0
52223,0.3530305381268384,-0.20709589114299687,0
46387,-0.4988225335593516,-0.09642731632073251,0
6872,-0.6291233531309202,-0.1472431153735867,0
37826,0.08977933613858399,0.007037500828286342,0
24881,-0.3461426507679681,-0.15250585454084806,0
47781,-0.4535132643179903,-0.23588602442377726,0
32623,-0.6505900607466069,-0.12027448156607577,0
23061,-0.23843881864010866,-0.14679960678587659,0
19470,-0.0474142833313094,-0.18292586895266896,0
23757,-0.43773153800133446,-0.09235092173963062,0
36765,-0.5316431492675127,-0.12613340820286462,0
11412,-0.12130838956832876,-0.4307680136313152,0
4191,-0.566682217595564,-0.16949750213647458,0
19820,-0.2592618503167419,-0.2339115535735921,0
38647,-0.15616816517730595,-0.20526666163790364,0
52881,-0.32924473354755457,-0.20465582877825544,0
13346,-0.3043876174605056,-0.268971138615752,0
13116,-0.5616974370062083,-0.08150260065866388,0
418,2.4507400448245615,0.10962473563619574,0
2913,-0.4593464870368316,-0.19231302774930414,0
25528,-0.3593017668909462,2.3457062140894105,0
7674,-0.0027005351447123528,-0.04874693365810037,0
12359,0.4855544113341455,-0.48802497891176383,0
40224,-0.4601278600508736,-0.267555820083252,0
40486,-0.630574660375846,-0.14620988841102478,0
21424,-0.4751057226405401,0.26290404445770643,0
22922,-0.8653927830700272,0.32665745345026365,0
29498,-0.3780159809771818,-0.06583163053794734,0
44119,-0.3033309456077185,2.1319860552955334,0
41274,0.13012397713882815,-0.20604024350947145,0
20523,-0.7986053503907872,1.6456703993316502,0
16217,-0.35469824577322456,-0.1072131372108635,0
29529,-0.6521868602137276,-0.07358382359765893,0
27583,-0.20398595955593646,-0.11280612035947248,0
43941,-0.5792952743531136,-0.16209828021731665,0
5466,1.1784363280403518,-1.2938963958302088,0
45869,-0.057577311081535736,-0.12561841826099648,0
925,-0.6124623459591723,-0.15910456090379763,0
51443,-0.36918859862497466,-0.21562924141984846,0
18163,-0.2246077747468898,-0.26214529120039354,0
31576,0.8059790622068914,-0.4968233153994533,0
12093,-0.8852264827559745,0.3527914642207295,0
35890,-0.4228793999247423,-0.29407405972602313,0
43324,0.2936815269705318,-0.4811320887928656,0
39778,-0.4287029689361928,-0.09314101657140757,0
25927,-0.7266560616295609,0.2948193107966742,0
26955,-0.43069160705596976,-0.24927393743253942,0
12945,-0.3782365813967028,-0.13832058167605799,0
35137,-0.5778183356227216,-0.16296469964578936,0
33322,0.04306657163274044,-0.13442581741902374,0
14905,-0.40556815531277957,-0.11993621082439274,0
34925,-0.5646250812564638,-0.09437032713749663,0
26639,-0.5755733887525253,-0.16428165717706814,0
3139,0.7895562468842747,-0.037806025924188025,0
29181,-0.14234015829937516,-0.16697523515712945,0
38962,-0.2857363283833008,-0.1056521025477529,0
30838,-0.21298286439911648,-0.07808266775220248,0
42832,-0.10285967717807701,-0.20121814960270762,0
13985,-0.49050762563685474,-0.21418395057938955,0
41413,0.017688762787366447,-0.18986416934394915,0
15508,-0.2839605183688675,-0.14925954430125365,0
31048,2.438539482748311,0.018542256928057558,0
17452,-0.2963089804903749,-0.11889959333740645,0
47,2.6775018150238594,0.08476304482418628,0
27566,-0.42384196316760175,-0.19373864272746194,0
34505,-0.43589287179845876,-0.032023871480797446,0
40950,0.32319635730787416,-0.3428679179040476,0
25762,-0.34965303898356975,1.1900310546393746,0
9130,-0.3653221137695714,-0.10231400487012939,0
411,0.10540069588844628,-0.02947365806360424,0
34914,-0.3147235114203932,0.9666066185397179,0
50508,-0.5347135254500983,1.5947826032769317,0
8798,1.1119379036185268,0.13653889301767175,0
40150,-0.8500411003015979,0.24866860789879344,0
7461,-0.34494259077228656,-0.27032050967000715,0
16339,-0.11846111451817297,-0.1202904445713519,0
6228,0.29511962152113,-0.12855129820537048,0
9304,-0.5669961214707235,-0.15767892953668558,0
26266,-0.48559828129703103,-0.21706392875963332,0
12135,-0.07849784053400395,-0.17250758786729667,0
39592,-0.3053088702929782,-0.12689850587700263,0
4581,0.24797272798341036,-0.6474001109763555,0
10096,-0.2966318447790516,-0.15284839832536293,0
5393,-0.42036766260152053,-0.10839279922860061,0
3376,0.4012360647528181,0.07087072743554271,0
37084,-0.3542915082652599,-0.19414677593308888,0
44086,-0.8489400611227536,0.24541034164654218,0
35919,0.4866137917985224,-0.1732408681511565,0
14626,-0.4439579740137032,1.0712214598124206,0
2133,-0.6007664188400635,-0.14950262113394983,0
33481,-0.5961973611837224,-0.1521829762778734,0
46875,-0.8369492921452703,0.32758467339053937,0
22303,-0.6758319376821025,0.07847055014714793,0
17444,-0.41216292020367523,0.12237989776241194,0
37162,-0.42806265611587163,-0.2508161640152211,0
1344,3.0219610812325723,-0.1618850271575072,0
54349,-0.6165470422045749,-0.08914425992718784,0
9295,0.1983072318905344,-0.046169571922719435,0
36085,-0.5184123590070921,-0.22606142526676506,0
15108,-0.5369898413597588,-0.18691599832649247,0
26893,-0.3758923146823562,0.2740311397124615,0
17020,-0.05354264269861208,-0.10064557200178871,0
4295,-0.2003956976909242,-0.1910600000748499,0
11612,-0.5969961560980953,-0.03822579544753873,0
30684,1.4892106911739178,-0.13208095701485814,0
43743,-0.3314109152667965,-0.11171109669589235,0
28803,0.45140936939620924,-0.22321615268003367,0
49533,-0.3697170325616741,-0.09830290691535677,0
17128,-0.21798392618479928,-0.00829302514736053,0
42234,-0.3985851989945545,-0.11932589821780128,0
17140,-0.4510899839246146,-0.13324472109465413,0
28000,-0.2162320478281648,0.7148572431756575,0
2922,-0.5952404156311971,-0.16080125797047187,0
52802,-0.35493234773062826,-0.10110630939584352,0
33231,-0.5903427760564475,-0.15561746289233966,0
28158,1.0097784392420652,-0.9148533985538371,0
21832,-0.21908998636343116,0.37753334584463893,0
21611,-0.9257220349788009,0.5213495776912372,0
45190,-0.40690997890690767,-0.19491121565622394,0
17475,-0.421405587527732,-0.2005940797738113,0
3513,-0.3285833539023858,-0.020337588147474363,0
29732,1.6855151027451336,2.110656280524993,0
